Property Name,Property Type,Property Tag,Title,Complex Name,Address,Latitude,Longitude,Pincode,Super Area (sqft),Area per Square (Rs/Sqft),Price (lakh),Owner Type,Owner Name,Age of Construction,Floor,Facing,District,State
,Residential,Sale,"1 BHK Flat for sale in Uttam Nagar, New Delhi","Uttam Nagar Floors,Uttam Nagar","Uttam Nagar, New Delhi - West, Delhi NCR
",28.6195574,77.0549901,110059,445,"4,045",18,Owner,Yogesh,5 to 10 years,"2 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Defence Colony, New Delhi","RWA Defence Colony Block A,Defence Colony","Defence Colony, New Delhi, Defence Colony, New Delhi - South, Delhi NCR
",28.5733536,77.2326497,110049,1500,"22,666",340,Owner,D Fernandes,5 to 10 years,"1 (Out of 3 Floors)
",East,South East Delhi,Delhi
,Residential,Rent,2 BHKFlat890 sqft,Sector 137890 sqft,"New Delhi, Delhi NCR
",28.6139391,77.2090212,110011,890,17,0.15,Owner,Raj,Less than 5 years,"12 (Out of 14 Floors)
",,New Delhi,Delhi
,Residential,Rent,3 BHKFlat1500 sqft,"Kamal Vihar Apartment,Dwarka Sector 71500 sqft","Dwarka Sector 7, New Delhi, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5932279,77.0720314999999,110075,1500,18,0.275,Owner,Prahlad,,"2 (Out of 7 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Dwarka Sector 22, New Delhi","DDA Taj View Apartment,Dwarka Sector 22","Plot No. 7, Sector 22, Dwarka, New Delhi, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5633242,77.0595462,110077,3000,"7,110",159,Owner,Parvind Dutta,15 to 20 years,"3 (Out of 4 Floors)
",North - East,South West Delhi,Delhi
,Residential,Rent,2 BHKFlat950 sqft,"DDA Surabhi Apartment,Dwarka Sector 11950 sqft","126., Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5863777,77.0498549999999,110075,950,20,0.19,Owner,shyamala chandrasekar,10 to 15 years,"3 (Out of 4 Floors)
",,South West Delhi,Delhi
"JAS Buildtech, Property Shoppe",Residential,Sale,4 BHK 2000 Sq-ft Flat,"Dharam Vihar Apartments,Dwarka","Sector 18A Dwarka, Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5859244,77.0358593999999,110075,2000,"12,500",250,Agent,Nitin Mehta,Less than 5 years,"1 (Out of 10 Floors)
",North,South West Delhi,Delhi
Chandok Associates,Residential,Sale,3 BHK 1550 Sq-ft Flat for Sale in Janakpuri Block C2A,Janakpuri Block C2A,"C2A/229A, Opp. Delhi jal board, Janakpuri, New delhi., Janakpuri Block C2A, New Delhi - West, Delhi NCR
",28.6204703,77.0863049,110058,1550,"10,968",170,Agent,Neetu,New Construction,"Ground (Out of 3 Floors)
",,West Delhi,Delhi
Vaishno Properties and Developers Pvt Ltd,Residential,Sale,4 BHK 5800 Sq-ft Flat,"Krrish Provence Estate,Gwal Pahari","Gurgaon, Gwal Pahari, Gurgaon - South, Delhi NCR
",28.4337801,77.1468323999999,110030,5800,"7,759",450,Agent,Onkar Mendiratta,New Construction,"7 (Out of 24 Floors)
",East,Gurgaon,Delhi
,Residential,Sale,"750 Sq-ft 2 BHK Flat for Sale in , Mahavir Enclave Part 1, New Delhi",Mahavir Enclave Part 1,"H3 -79 C, Mahavir enclave, new Delhi, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR
",28.599966,77.0780316,110045,750,"3,867",29,Owner,Mohd Siddiquee,5 to 10 years,"4 (Out of 4 Floors)
",,South West Delhi,Delhi
Kirti Estate Linkers,Residential,Sale,4 BHK 1750 Sq-ft Flat for Sale in Patparganj,Patparganj,"4 BHK Multistorey Apartment For Sale in Indraprastha Extension east delhi 110092, Patparganj, New Delhi - East, Delhi NCR
",28.6196072,77.2900274999999,110092,1750,"8,285",145,Agent,Rajendra Gupta,15 to 20 years,"5 (Out of 7 Floors)
",,East Delhi,Delhi
West Delhi Properties,Residential,Sale,3 BHK 1400 Sq-ft Flat,"Saharidaya Apartments,Paschim Vihar","Paschim Vihar, New Delhi - West, Delhi NCR
",28.6691255,77.0928656,110087,1400,"9,643",135,Agent,Prithi Pal,10 to 15 years,"Ground (Out of 4 Floors)
",North,West Delhi,Delhi
Ace Realtors,Residential,Sale,3 BHK 2100 Sq-ft Flat,"Smart Builder Floor,Greater Kailash","Greater Kailash, New Delhi - South, Delhi NCR
",28.548202,77.2380163,110048,2100,"16,190",340,Agent,Rajat Chawla,,"3 (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"800 Sq-ft 2 BHK Flat for Sale in , Mahavir Enclave Part 1, New Delhi",Mahavir Enclave Part 1,"Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR
",28.599966,77.0780316,110045,800,"3,125",25,Owner,Pawan,Less than 5 years,"Ground (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Rent,"3 BHK 130 Sq-yrd Flat/Apartment for Rent in Govindpura Old, New Delhi","Govindpura Old, Krishna Nagar130 sqyrd","Govindpura Old, New Delhi - East, Delhi NCR
",28.6450894,77.2855902,110051,130,153,0.2,Owner,Nitin,Less than 5 years,"3 (Out of 3 Floors)
",,East Delhi,Delhi
,Residential,Rent,"2 BHK 50 Sq-ft Flat/Apartment for Rent in St Nagar Burari, New Delhi","St Nagar Burari, Burari50 sqft","h no 3801/2 ground floor sant nagar burari, Sant Nagar Burari, New Delhi - North, Delhi NCR
",28.7416353,77.2035293,110084,50,160,0.08,Owner,Ranjit,New Construction,"Ground (Out of 4 Floors)
",,Central Delhi,Delhi
Findahouse.In,Residential,Sale,3 BHK 2200 Sq-ft Flat,"Find Homes,Greater Kailash 2","GK II, New Delhi - South, Delhi NCR
",28.53536,77.2419522,110048,2200,"17,045",375,Agent,Karan,,"Ground (Out of 4 Floors)
",,South East Delhi,Delhi
Saraswati Properties,Residential,Sale,2 BHK 660 Sq-ft Flat,"Saraswati Designer Floors,Rohini Sector 24","Sector 24 Rohini, New Delhi - Rohini, Delhi NCR
",28.7284523,77.0881033999999,110086,660,"9,091",60,Agent,Happy,,"Ground (Out of 4 Floors)
",,North West Delhi,Delhi
Dream Home,Residential,Sale,3 BHKFlat,New Delhi,"c block, New Delhi, Delhi NCR
",28.5602044,77.2581163,110065,1300,"20,000",260,Agent,Satypal Singh,New Construction,"3 (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Rent,"2 BHK 517 Sq-ft Flat/Apartment for Rent in Rohini Sector 16, New Delhi",Rohini Sector 16517 sqft,"H.No-111, 2nd Floor, Block-H, Rohini Sec-16, New Delhi, Sector 16 Rohini, New Delhi - Rohini, Delhi NCR
",28.731714,77.124859,110089,517,21,0.11,Owner,Abhishek Sehgal,10 to 15 years,"2 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Rent,"4 BHK 2300 Sq-ft Flat/Apartment for Rent in Vasant Vihar, New Delhi",Vasant Vihar2300 sqft,"Vasant Vihar New Delhi, Vasant Vihar, New Delhi - South, Delhi NCR
",28.5581832,77.1557237,110057,2300,65,1.5,Owner,Sunita Sarin,10 to 15 years,"2 (Out of 3 Floors)
",,New Delhi,Delhi
,Residential,Rent,"2 BHK 900 Sq-ft Flat/Apartment for Rent in Shivaji Enclave, New Delhi","Shivaji Enclave, Tagore Garden Extension","FD-46, Shivaji Enclave, Shivaji Enclave, New Delhi - West, Delhi NCR
",28.658971,77.120649,110027,,20,0.18,Owner,Baneet Kaur,,"4 (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Rent,2 BHKFlat1100 sqft,"DDA Bharat Vandana Apartments,Dwarka Sector 191100 sqft","Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5860795,77.0486422,110075,1100,18,0.2,Owner,R P Gupta Gupta,10 to 15 years,"3 (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Rent,2 BHKFlat1050 sqft,"Cosy Apartments,Rohini Sector 91050 sqft","Sector 9 Rohini, New Delhi - Rohini, Delhi NCR
",28.7161663,77.1240672,110085,1050,27,0.28,Owner,Rakesh Puri,Less than 5 years,"Ground (Out of 4 Floors)
",,North West Delhi,Delhi
,Residential,Sale,3 BHK 1550 Sq-ft Flat,"Mount Kailash,East Of Kailash","East Of Kailash, New Delhi - South, Delhi NCR
",28.5583464,77.2530829,110065,1550,"17,742",275,Agent,Shekhawat,Above 20 years,"8 (Out of 11 Floors)
",North - East,South East Delhi,Delhi
,Residential,Rent,1 BHKFlat365 sqft,"DLF Capital Greens,Moti Nagar, Kirti Nagar","Moti Nagar, New Delhi - West, Delhi NCR
",28.6582349,77.1432671,110015,365,41,0.15,Owner,Rajeev Mishra,New Construction,"2 (Out of 15 Floors)
",,West Delhi,Delhi
,Residential,Rent,"3 BHK 2200 Sq-ft Flat/Apartment for Rent in Vasant Kunj, New Delhi",Vasant Kunj2200 sqft,"Vasant Kunj, New Delhi - South, Delhi NCR
",28.5293121,77.1484442,110070,2200,36,0.8,Owner,Yasser Siddiqui,New Construction,"Ground (Out of 1 Floors)
",,New Delhi,Delhi
,Residential,Rent,"2 BHK 550 Sq-ft Flat/Apartment for Rent in Uttam Nagar, New Delhi",Uttam Nagar550 sqft,"Uttam Nagar, New Delhi - West, Delhi NCR
",28.6195574,77.0549901,110059,550,18,0.1,Owner,Praveen Kumar Verma,New Construction,"3 (Out of 3 Floors)
",,South West Delhi,Delhi
,Residential,Rent,2 BHKFlat50 sqm,"Jupiter Apartment,Vikaspuri Block D","Vikaspuri, Block-D, New Delhi 110018, Vikaspuri Block D, New Delhi - West, Delhi NCR
",28.6437449,77.0788348,110018,,3875.004,0.18,Owner,LD Pandey,Above 20 years,"1 (Out of 2 Floors)
",,West Delhi,Delhi
,Residential,Rent,3 BHKFlat1700 sqft,"Pacific Apartment,Dwarka Sector 10","Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5849492,77.0582843999999,110075,,15,0.26,Owner,Oishi Verma,5 to 10 years,"6 (Out of 6 Floors)
",,South West Delhi,Delhi
Faith Realtors,Residential,Sale,3 BHK 2000 Sq-ft Flat,"DLF Chattarpur Farms,Chhattarpur","Chhattarpur, New Delhi - South, Delhi NCR
",28.4958562,77.1848253999999,110074,2000,"27,500",550,Agent,Inderpal Singh,Under Construction,"12 (Out of 25 Floors)
",North,South Delhi,Delhi
Chandra Propestate,Residential,Sale,4 BHK 2000 Sq-ft Flat,"Manu Apartment,Mayur Vihar 1","Mayur Vihar Phase 1, New Delhi, Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6083697,77.2931119999999,110091,2000,"15,000",300,Agent,Chandra Bhan,5 to 10 years,"Ground (Out of 7 Floors)
",East,East Delhi,Delhi
,Residential,Rent,"2 BHK 750 Sq-ft Flat/Apartment for Rent in NEAR METRO STATION, New Delhi","Moti Nagar, Kirti Nagar750 sqft","6 Block, MOTI NAGAR, Moti Nagar, New Delhi - West, Delhi NCR
",28.6598222,77.1418641,110015,750,19,0.14,Owner,Sharma,15 to 20 years,"2 (Out of 2 Floors)
",,West Delhi,Delhi
,Residential,Rent,4 BHKFlat2200 sqft,"Udyog Vihar Apartment,Dwarka Sector 222200 sqft","B_1002., Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5587542,77.0613034,110077,2200,14,0.3,Owner,Rohan Srivastava,,"10 (Out of 10 Floors)
",,South West Delhi,Delhi
Bricks n Yards Real Estate ,Residential,Sale,4 BHK 4635 Sq-ft Flat for Sale in Panchsheel Enclave,Panchsheel Enclave,"Panchsheel Enclave, New Delhi - South, Delhi NCR
",28.54482,77.2283008,110017,4635,"25,351",1175,Agent,Karan Arora,New Construction,"4 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Rent,1 BHKFlat750 sqft,"DDA Flats Sector 14,Dwarka","om apartment sector 14 Dwarka, Dwarka, New Delhi - Dwarka, Delhi NCR
",28.6030142,77.032354,110078,750,16,0.12,Owner,somraj,15 to 20 years,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
Bajrang Infratech,Residential,Sale,1 BHK 420 Sq-ft Flat,"DDA Flats,Dwarka Sector 23","Dwarka sector 23b, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.564051,77.057636,110077,420,"8,095",34,Agent,Mahesh Sharma,Less than 5 years,"1 (Out of 4 Floors)
",East,South West Delhi,Delhi
,Residential,Rent,"2 BHK 900 Sq-ft Flat/Apartment for Rent in Lajpat Nagar 1, New Delhi",Lajpat Nagar 1900 sqft,"F 83 lajpar nagar 1., Lajpat Nagar 1, New Delhi - South, Delhi NCR
",28.5743381,77.2398866,110024,900,34,0.31,Owner,Aman Madan,New Construction,"1 (Out of 4 Floors)
",,South East Delhi,Delhi
Guru Ji Associates,Residential,Sale,3 BHK 1700 Sq-ft Flat for Sale in Mayur Vihar 2,Mayur Vihar 2,"mayur vihar 2, Mayur Vihar 2, New Delhi - East, Delhi NCR
",28.620125,77.3049489999999,110091,1700,"10,000",170,Agent,Satinder Kumar,Above 20 years,"Ground (Out of 4 Floors)
",,East Delhi,Delhi
Krishna Properties,Residential,Sale,3 BHK 1200 Sq-ft Flat for Sale in Mayur Vihar 1,Mayur Vihar 1,"Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6083697,77.2931119999999,110091,1200,"10,417",125,Agent,Rajiv Kumar,10 to 15 years,"1 (Out of 4 Floors)
",,East Delhi,Delhi
Kapoor Associates,Residential,Sale,2 BHK 1200 Sq-ft Flat for Sale in Vasundhara Enclave,Vasundhara Enclave,"Ground Floor, Vasundhara Enclave, New Delhi - East, Delhi NCR
",28.6001813,77.3165886,110096,1200,"7,917",95,Agent,Anurag Kapoor,10 to 15 years,"Ground (Out of 4 Floors)
",,East Delhi,Delhi
S R Associates,Residential,Sale,1 BHK 950 Sq-ft Flat,"DDA Flats Vasant Kunj,Vasant Kunj","lig flat n block, Vasant Kunj, New Delhi - South, Delhi NCR
",28.5376652,77.1335282,110070,950,"9,684",92,Agent,Chandan Singh Dasila,5 to 10 years,"1 (Out of 4 Floors)
",South,New Delhi,Delhi
Gayatri Property,Residential,Sale,2 BHK 900 Sq-ft Flat for Sale in Mayur Vihar 1,Mayur Vihar 1,"Mayur Vihar 1, Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6042162,77.2895686,110091,,"12,778",114.999999999999,Agent,Ranjit Lal,Above 20 years,"1 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Rent,"1 BHK 800 Sq-ft Flat/Apartment for Rent in Maidan Garhi, New Delhi","Maidan Garhi, Chhattarpur","Flat No.4, Maidan Garhi, New Delhi - South, Delhi NCR
",28.4985273,77.1951581999999,110030,800,11,0.09,Owner,deepti jindal,Less than 5 years,"1 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Rent,3 BHKFlat3000 sqft,"DLF Beverly Park,M G Road3000 sqft","310 B, Beverly Park- 1, MG Road, Gurgaon, M G Road, Gurgaon, Delhi NCR
",28.4827264,77.1077780999999,110030,3000,28,0.82733,Owner,Indira Malhotra,10 to 15 years,"10 (Out of 11 Floors)
",,Gurgaon,Delhi
,Residential,Sale,2 BHK 1200 Sq-ft Flat,"DDA Flats Munirka,Munirka","DDA flats munirks, Munirka, New Delhi - South, Delhi NCR
",28.5525187,77.1736794,110067,1200,"11,167",133,Agent,Vimal Arora,15 to 20 years,"1 (Out of 3 Floors)
",East,New Delhi,Delhi
Satish Builder & Broker,Residential,Sale,2 BHK 550 Sq-ft Flat for Sale in Om Vihar,"Om Vihar, Nawada","uttam nagar om vihar, Om Vihar, New Delhi - West, Delhi NCR
",28.6186471,77.0520664,110059,550,"4,000",22,Agent,Parveen Kumar,New Construction,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
RJ Associates,Residential,Sale,3 BHK 2200 Sq-ft Flat,"Beverly Park Apartments,Dwarka Sector 22","Beverly Park, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5567887,77.0595045,110077,2200,"10,909",240,Agent,Jogender Joon,5 to 10 years,"7 (Out of 7 Floors)
",North,South West Delhi,Delhi
,Residential,Sale,3 BHK 1400 Sq-ft Flat for Sale in Saket,Saket,"N block, Saket, New Delhi - South, Delhi NCR
",28.523667,77.2153486999999,110017,1400,"16,071",225,Agent,Chetan,5 to 10 years,"Ground (Out of 3 Floors)
",,South Delhi,Delhi
,Residential,Rent,1 BHKFlat350 sqft,"Project Hargobind Enclave,Chhattarpur Enclave","S-58 hargovind enclave CHHATTARPUR, NEW DELHI 110068, Chhattarpur Enclave, New Delhi - South, Delhi NCR
",28.4914616,77.1883928,110074,350,19,0.065,Owner,Prasanna Jena,5 to 10 years,"Ground (Out of 1 Floors)
",,South Delhi,Delhi
,Residential,Rent,2 BHKFlat1000 sqft,"DDA Pocket A,Ashok Vihar Phase 31000 sqft","pocket A Mayur vihar phase ii, Ashok Vihar Phase 3, New Delhi - North, Delhi NCR
",28.6178638,77.2989985,110091,1000,22,0.215,Owner,sumit kapoor,5 to 10 years,"1 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Rent,"3 BHK 2250 Sq-ft Flat/Apartment for Rent in Safdarjung Enclave, New Delhi",Safdarjung Enclave2250 sqft,"Safdarjung Enclave, New Delhi - South, Delhi NCR
",28.564726,77.1949164,110029,2250,44,1,Owner,v.puri,,"Ground (Out of 3 Floors)
",,New Delhi,Delhi
,Residential,Rent,3 BHKFlat1400 sqft,"Airlines Apartments,Dwarka Sector 231400 sqft","Dwarka Sector 23, New Delhi, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5633432,77.0550071999999,110077,1400,21,0.3,Owner,Sanjeev kumar sharma,,"6 (Out of 7 Floors)
",,South West Delhi,Delhi
,Residential,Rent,3 BHKFlat1500 sqft,"DDA Qutab View Appartment,Katwaria Sarai1500 sqft","Katwaria Sarai, New Delhi - South, Delhi NCR
",28.5411219,77.1894934,110016,1500,27,0.4,Owner,Vipin,Above 20 years,"4 (Out of 7 Floors)
",,South Delhi,Delhi
,Residential,Rent,"1 BHK 40 Sq-yrd Flat/Apartment for Rent in Karampura, New Delhi",Karampura,"204 Tower 4 DLF Capital Green Moti Nagar, Karampura, New Delhi - West, Delhi NCR
",28.666397,77.151854,110015,40,378,0.15,Owner,Kailash,New Construction,"2 (Out of 14 Floors)
",,West Delhi,Delhi
Bharat Associates,Residential,Sale,3 BHK 200 Sq-yrd Flat for Sale in Lajpat Nagar 3,Lajpat Nagar 3,"H block, lajpat nagar 3, Lajpat Nagar 3, New Delhi - South, Delhi NCR
",28.5674276,77.2397967999999,110024,200,"1,70,000",340,Agent,Bharat Rai,Less than 5 years,"2 (Out of 4 Floors)
",,South East Delhi,Delhi
APL Realtor,Residential,Sale,2 BHK 900 Sq-ft Flat,"Project Amar Colony,Lajpat Nagar 4","Lajpat Nagar, New Delhi, Lajpat Nagar 4, New Delhi - South, Delhi NCR
",28.5649034,77.2403317,110024,900,"12,777",114.999999999999,Agent,Aditya Luthra,Less than 5 years,"2 (Out of 3 Floors)
",North - East,South East Delhi,Delhi
,Residential,Rent,"2 BHK 630 Sq-ft Flat/Apartment for Rent in Mayur Vihar 1, New Delhi",Mayur Vihar 1630 sqft,"Hno.C26A Street No.11 Shashi Garden New Delhi.110091, Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6525642,77.2847664,110051,630,21,0.13,Owner,Trived Singh,New Construction,"4 (Out of 4 Floors)
",,East Delhi,Delhi
Sahyogi Properties,Residential,Sale,4 BHK 2200 Sq-ft Flat,"Sanchar Vihar Apartment,Dwarka Sector 4","sanchar vihar apartments, sector-4, Dwarka, New Delhi, Sector 4 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.6042604,77.0474827,110078,2200,"8,863",195,Agent,Deepak Sahyogi,10 to 15 years,"5 (Out of 10 Floors)
",,South West Delhi,Delhi
City Real Estate,Residential,Sale,2 BHK 850 Sq-ft Flat for Sale in Chhattarpur,Chhattarpur,"Chhattarpur, New Delhi - South, Delhi NCR
",28.4958562,77.1848253999999,110074,850,"4,529",38.5,Agent,Mohammed Akram,New Construction,"2 (Out of 4 Floors)
",,South Delhi,Delhi
Capital Realty Co,Residential,Sale,3 BHK 1850 Sq-ft Flat for Sale in Greater Kailash 2,Greater Kailash 2,"GK II, New Delhi - South, Delhi NCR
",28.53536,77.2419522,110048,1850,"18,378",340,Agent,Ambreesh Sharma,5 to 10 years,"1 (Out of 4 Floors)
",,South East Delhi,Delhi
Kumar Associates,Residential,Sale,3 BHK 1500 Sq-ft Flat for Sale in Vasundhara Enclave,Vasundhara Enclave,"prayag cghs ltd, Vasundhara Enclave, New Delhi - East, Delhi NCR
",28.6003639,77.3116929,110096,1500,"7,667",114.999999999999,Agent,Madan Kumar,Above 20 years,"Ground (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,3 BHK 2000 Sq-ft Flat for Sale in South Extension 2,"South Extension 2, South Ex 2","South Extension 2, New Delhi - South, Delhi NCR
",28.5687238,77.2209661,110049,2000,"15,500",310,Agent,Parikshit Sood,15 to 20 years,"Ground (Out of 3 Floors)
",,South East Delhi,Delhi
,Residential,Rent,2 BHKFlat1200 sqft,"DDA Pocket R,Dilshad Garden1200 sqft","A 52 Near Jain mandir Old R block, Dilshad Garden, New Delhi - North East, Delhi NCR
",28.6769406,77.3058772,110095,1200,21,0.25,Owner,rahul,Less than 5 years,"1 (Out of 4 Floors)
",,Shahdara,Delhi
Swastik Asoociates,Residential,Sale,3 BHK 1600 Sq-ft Flat,"DDA Flats Sarita Vihar,Sarita Vihar Pocket A","Sarita Vihar, New Delhi, Sarita Vihar Pocket A, New Delhi - South, Delhi NCR
",28.5346313,77.2872060999999,110076,1600,"10,250",164,Agent,Hemraj Sharma,5 to 10 years,"1 (Out of 3 Floors)
",,South East Delhi,Delhi
,Residential,Rent,3 BHKFlat1100 sqft,"Sahyog Apartment,Mayur Vihar 1","Flat No.13, Sahyog Apartment Mayur Vihar Phase 1, Delhi-91, Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6073343,77.2888739999999,110091,,32,0.35,Owner,Saurabh,15 to 20 years,"2 (Out of 5 Floors)
",,East Delhi,Delhi
Chopra Real Estate,Residential,Sale,4 BHK 2100 Sq-ft Flat,"Spring Valley,Dwarka Sector 11","Dwarka Sector 11, New Delhi, Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5914547,77.0492503999999,110075,2100,"9,047",190,Agent,Tilak Raj Chopra,10 to 15 years,"9 (Out of 10 Floors)
",North - East,South West Delhi,Delhi
,Residential,Rent,"1 BHK 800 Sq-ft Flat/Apartment for Rent in Tagore Garden Extension, New Delhi","Tagore Garden Extension, Rajouri Garden","279 Four stoury vishal market tagore garden near vishal shive temple, Tagore Garden Extension, New Delhi - West, Delhi NCR
",28.6476652,77.1089212,110027,800,15,0.12,Owner,rakesh Rakesh Sachdeva,15 to 20 years,"2 (Out of 5 Floors)
",,West Delhi,Delhi
Asian Home Finders,Residential,Sale,3 BHK 1642 Sq-ft Flat,"Essel Towers,M G Road","M G Road, Gurgaon, M G Road, Gurgaon, Delhi NCR
",28.4827264,77.1077780999999,110030,1642,"10,353",170,Agent,Domnic,10 to 15 years,"3 (Out of 12 Floors)
",North,Gurgaon,Delhi
,Residential,Rent,"4 BHK 600 Sq-yrd Flat/Apartment for Rent in Vasant Vihar, New Delhi",Vasant Vihar600 sqyrd,"New Delhi-South, Vasant Vihar, New Delhi - South, Delhi NCR
",28.560257,77.1617358,110070,600,414,2.5,Owner,Asif khan,Less than 5 years,"Ground (Out of 2 Floors)
",,New Delhi,Delhi
S R Associates ,Residential,Sale,1 BHK 500 Sq-ft Flat for Sale in Ankur Vihar,Ankur Vihar,"DLF Ankur Vihar, Ankur Vihar, Ghaziabad, Delhi NCR
",28.7385134,77.2636469999999,201102,500,"2,100",10.5,Agent,Prashant Tiwari Mishra,New Construction,"1 (Out of 4 Floors)
",,Ghaziabad,Delhi
,Residential,Rent,2 BHKFlat750 sqft,"Akashdarshan Apartments,Mayur Vihar 1750 sqft","Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6083697,77.2931119999999,110091,750,32,0.24,Owner,K R Tahiliani,15 to 20 years,"2 (Out of 3 Floors)
",,East Delhi,Delhi
,Residential,Rent,"1 BHK 400 Sq-ft Flat/Apartment for Rent in Moti Nagar, New Delhi","Moti Nagar, Kirti Nagar","Csp2207., Moti Nagar, New Delhi - West, Delhi NCR
",28.6582349,77.1432671,110015,400,50,0.2,Owner,Lalit,New Construction,"2 (Out of 7 Floors)
",,West Delhi,Delhi
Delhi Property Point,Residential,Sale,4 BHK 2000 Sq-ft Flat for Sale in Mayur Vihar 2,Mayur Vihar 2,"ff pkt E, Mayur Vihar 2, New Delhi - East, Delhi NCR
",28.6169634,77.3008505999999,110091,2000,"12,250",245,Agent,Yogesh Gupta,15 to 20 years,"1 (Out of 4 Floors)
",,East Delhi,Delhi
